setitem_group_begin	num=0	essential_setitem_id={{23;29358;70096};{2386;29364;70097};{43;29446;70095}}	essential_setitem_desc={[No set effect];[P. Def. + 2%, Max HP + 41.]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={}	setitem_group_end
setitem_group_begin	num=1	essential_setitem_id={{58;29344};{59;29352};{47;29450}}	essential_setitem_desc={[Max HP +126];[Poison Resistance +20%]}	additional_setitem_id={{628;29466}}	additional_setitem_desc={[Increases Shield Defense by +2.63%.]}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 Set Effect: Max HP +360, HP Recovery Bonus +10 when standing / sitting, MP Recovery Bonus +4 when standing / sitting]};{7;[+7 Set Effect: P. Def. +47, M. Def. +28]};{8;[+8 Set Effect: Vampiric Rage +2%, P. Skills Cooldown -4%]};{9;[+9 Set Effect: Stun Resistance +10%]};{10;[+10 Set Effect: Bow Attack Resistance +10%, P. Def. +6%]}}	setitem_group_end
setitem_group_begin	num=2	essential_setitem_id={{60};{517}}	essential_setitem_desc={[Weight Limit +5795, M. Def. +5%, Paralysis Resistance +10%]}	additional_setitem_id={{107}}	additional_setitem_desc={[Magic Damage Resistance +3%]}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 Set Effect: Max HP +360, HP Recovery Bonus +10 when standing / sitting, MP Recovery Bonus +4 when standing / sitting]};{7;[+7 Set Effect: P. Def. +47, M. Def. +28]};{8;[+8 Set Effect: Vampiric Rage +2%, P. Skills Cooldown -4%]};{9;[+9 Set Effect: Stun Resistance +10%]};{10;[+10 Set Effect: Bow Attack Resistance +10%, P. Def. +6%]}}	setitem_group_end
setitem_group_begin	num=3	essential_setitem_id={{352;29342};{2378;29348};{2411;29449}}	essential_setitem_desc={[Max HP +153];[P. Def. +5%]}	additional_setitem_id={{2493;29462}}	additional_setitem_desc={[When equipped, Max HP +20.]}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 Set Effect: Max HP +360, HP Recovery Bonus +10 when standing / sitting, MP Recovery Bonus +4 when standing / sitting]};{7;[+7 Set Effect: P. Def. +47, M. Def. +28]};{8;[+8 Set Effect: Vampiric Rage +2%, P. Skills Cooldown -4%]};{9;[+9 Set Effect: Stun Resistance +10%]};{10;[+10 Set Effect: Bow Attack Resistance +10%, P. Def. +6%]}}	setitem_group_end
setitem_group_begin	num=4	essential_setitem_id={{354};{381};{2413}}	essential_setitem_desc={[Max HP +198, Sleep / Hold Resistance +20%];[P. Def. +5%]}	additional_setitem_id={{2495}}	additional_setitem_desc={[Shield Defense Rate +5.26%]}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 Set Effect: Max HP +360, HP Recovery Bonus +10 when standing / sitting, MP Recovery Bonus +4 when standing / sitting]};{7;[+7 Set Effect: P. Def. +47, M. Def. +28]};{8;[+8 Set Effect: Vampiric Rage +2%, P. Skills Cooldown -4%]};{9;[+9 Set Effect: Stun Resistance +10%]};{10;[+10 Set Effect: Bow Attack Resistance +10%, P. Def. +6%]}}	setitem_group_end
setitem_group_begin	num=5	essential_setitem_id={{358};{2380};{90461};{5718};{5734}}	essential_setitem_desc={[HP Recovery Bonus +5.24%];[Speed +7];[Stun Resistance +30%];[STR +3, CON -1, DEX -2]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 Set Effect: Max HP +360, HP Recovery Bonus +10 when standing / sitting, MP Recovery Bonus +4 when standing / sitting]};{7;[+7 Set Effect: P. Def. +47, M. Def. +28]};{8;[+8 Set Effect: Vampiric Rage +2%, P. Skills Cooldown -4%]};{9;[+9 Set Effect: Stun Resistance +10%]};{10;[+10 Set Effect: Bow Attack Resistance +10%, P. Def. +6%]}}	setitem_group_end
setitem_group_begin	num=6	essential_setitem_id={{356};{2414}}	essential_setitem_desc={[Max HP +270, P. Def. +5%, Stun Resistance +10%]}	additional_setitem_id={{2497}}	additional_setitem_desc={[Shield Defense Rate +5.26%]}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 Set Effect: Max HP +360, HP Recovery Bonus +10 when standing / sitting, MP Recovery Bonus +4 when standing / sitting]};{7;[+7 Set Effect: P. Def. +47, M. Def. +28]};{8;[+8 Set Effect: Vampiric Rage +2%, P. Skills Cooldown -4%]};{9;[+9 Set Effect: Stun Resistance +10%]};{10;[+10 Set Effect: Bow Attack Resistance +10%, P. Def. +6%]}}	setitem_group_end
setitem_group_begin	num=7	essential_setitem_id={{357};{383};{90458};{5710};{5726}}	essential_setitem_desc={[HP Recovery Bonus +5.24%];[Max HP +294];[Paralysis Resistance +30%];[P. Def. +5.26%]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 Set Effect: Max HP +360, HP Recovery Bonus +10 when standing / sitting, MP Recovery Bonus +4 when standing / sitting]};{7;[+7 Set Effect: P. Def. +47, M. Def. +28]};{8;[+8 Set Effect: Vampiric Rage +2%, P. Skills Cooldown -4%]};{9;[+9 Set Effect: Stun Resistance +10%]};{10;[+10 Set Effect: Bow Attack Resistance +10%, P. Def. +6%]}}	setitem_group_end
setitem_group_begin	num=8	essential_setitem_id={{394;29371};{416;29376};{2422;29439}}	essential_setitem_desc={[Max MP +80];[P. Critical Damage +10]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 Set Effect: Max HP +200, Max MP +80, HP Recovery Bonus +10 when standing / sitting, MP Recovery Bonus +4 when standing / sitting]};{7;[+7 Set Effect: P. Def. +47, M. Def. +28]};{8;[+8 Set Effect: Speed +4, P. and M. Skill Power +7%]};{9;[+9 Set Effect: Mental / Paralysis / Stun Resistance +5%]};{10;[+10 Set Effect: Magic Attack Resistance +15%, M. Def. +7%]}}	setitem_group_end
setitem_group_begin	num=9	essential_setitem_id={{395;29372};{417;29377};{2424;29434}}	essential_setitem_desc={[Max MP +92];[P. Critical Damage +15]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 Set Effect: Max HP +200, Max MP +80, HP Recovery Bonus +10 when standing / sitting, MP Recovery Bonus +4 when standing / sitting]};{7;[+7 Set Effect: P. Def. +47, M. Def. +28]};{8;[+8 Set Effect: Speed +4, P. and M. Skill Power +7%]};{9;[+9 Set Effect: Mental / Paralysis / Stun Resistance +5%]};{10;[+10 Set Effect: Magic Attack Resistance +15%, M. Def. +7%]}}	setitem_group_end
setitem_group_begin	num=10	essential_setitem_id={{397};{2387};{62}}	essential_setitem_desc={[P. Evasion +4];[Poison / Bleed Resistance +30%]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 Set Effect: Max HP +200, Max MP +80, HP Recovery Bonus +10 when standing / sitting, MP Recovery Bonus +4 when standing / sitting]};{7;[+7 Set Effect: P. Def. +47, M. Def. +28]};{8;[+8 Set Effect: Speed +4, P. and M. Skill Power +7%]};{9;[+9 Set Effect: Mental / Paralysis / Stun Resistance +5%]};{10;[+10 Set Effect: Magic Attack Resistance +15%, M. Def. +7%]}}	setitem_group_end
